Id,Titol,Vigent,Sequence
uJDERgHQcRIuoPYXIxVgH/6tX5SvfB9pznqo8VMtRR0=,Reserva espais del Museu,True,385
L887zt71Np/ETLfIYFaPBTlc4J+uxIqpAtUC1Yp8epA=,Reserva sales d'exposicions municipals i altres espais de la Regidoria de Cultura,True,386
SNYBPS4ZmNCZmgZz345rsds+zomfAV0yk5Hq3lSuSwE=,Resposta a l'embargament de sous i salaris: baixa a l'empresa,True,387
L7OwYHVylPk0rWLELj8BUNuXe+30xvQDEklonVwSqVs=,Resposta a l'embargament de sous i salaris: compleix amb embargaments previs,True,388
Dz7v8ieyv1IIpi/jt3JhYszl55Ti/SL2cE5YiKGQ9pQ=,Resposta a l'embargament de sous i salaris: es durà a terme l'embargament,True,389
Ju8AQESnTOgB7/zhdpclckEQajsm+M4xg76hHxuaAOc=,Resposta a l'embargament de sous i salaris: sou inferior al salari mínim interprofessional,True,390
hF+w3acnPg2mzamXHL8ZkbKwHvLY4OuLD1xU3e6yUiU=,Resposta a requeriments i aportació de documentació mitjançant l'Oficina Virtual Tributària,True,391
fVuvvP1HVVyGE/7B7OC7uv8OSD2Au55LvR46IbExOg0=,Resposta de l'empresa a l'embargament de sous i salaris,True,392
YtI1GCTKZAR0g3QbijJScbUavLucqQ1OM8tOMtq1IDQ=,Servei d'ajuda a domicili,True,393
NVMqpInhbPaMaLDy0OuA03rgcJVUWAk6b+RCINxh7yg=,Servei d'alerta d'activitats esportives del Servei d'Esports,True,394
u9ifwPyjwpNUXvbQytGGJbdgofPxISzYHs+mMQh0oCE=,Servei d'alerta de la Regidoria de Promoció de la Ciutat,True,395
hX5iuFOh2XNF15jz6U7sqNRs1oGdGU3sczAiOLq8mQo=,Servei d'alerta de les activitats de natura i medi ambient,True,396
J50dUW7V3Qc59Y7yePp8YL4eaZDAfzD3T1kyOTS6/ss=,Servei d'assessorament electrònic a l'usuari - open data,True,397
do4XlbSFxhonYvPlXZlyALnYeBpemL/+iLeX3WiUc8U=,Servei d'assistència telefònica a la ciutadania en l'àmbit de Benestar social,True,398
/oN4oi0HZ8zVv6XnkX8lY7fCAHXzVxKKnUoyt2AhDuo=,Servei d'assistència telefònica per a la tramitació,True,399
V7bV1+G6vhtOVGPaBFM1iokcylzSEJQnmuaghmsBy7A=,Servei d'atenció a persones sordes o amb discapacitat auditiva i/o de fonació,True,400
xrCYkPOD2TiTnseJ0HntEtAq4KFQ10Zzi8/1Dh4TQbA=,Servei d'atenció i sol·licitud cita per al Servei d’Acollida Municipal,True,401
b/1RBCsCH07Ki1264rEJo9OjGe57fq9DknSYq0c7TkM=,Servei d'atenció i sol·licitud de cita per a l'Oficina d'Informació al Consumidor,True,402
lhAU21X4+C92XQhwRGvugW+b61kJC/L1KjEgfRld0pE=,Servei d'atenció i sol·licitud de cita per al Servei d’Atenció al col·lectiu LGBTIQ+,True,403
kQLx46++wvorgwWbup02qndwHh+x2wKzsiCGLNSYEwM=,Servei de cita de l'Oficina d'Atenció Ciutadana,True,404
rhUHKAXm4JJK963jOJRJrHT9nkpgcIVoH13Soz58FQE=,SERVEI DE MENJADOR I/O ACOLLIDES. Escoles bressol municipals. Curs 2024/2025,True,405
F4bcwZyquMBVnWw9B/zmv2G29Zn79wHhval168B+IcM=,Servei municipal de salut jove,True,406
Chccbhavj9vaebwJjuz5mWxLRc6l3k2LvwerQbENZBM=,Servei públic de transport esporàdic per a persones amb mobilitat reduïda (alta com a usuari del servei públic de taxi),True,407
qBq7LGnABZUfpE6nxuvX+ja2Ah1Z2vCdeTMBBs8uRX0=,Serveis d'atenció i Cita Prèvia,True,408
WBHLbbnSBTFnxBc4jqRllGmIj6MSiPr8ilK534yLrIQ=,Serveis d'Intervenció Socioeducatius de 0 a 18 anys,True,409
Rh5isWKSgCiSlwppdiQmNM1DCkTq2PrNQsLZ8hjv/c0=,Sol·licitar certificats d'empadronament,True,410
eV2MflnXXzSiegPqFCfl92LMW1vj7+m3hhFcM7I29Lc=,Sol·licitar la celebració de la cerimònia de matrimoni civil,True,411
bGeEDzIYvENzmbi/mrxSRXMEOd4dMtZBW5jXU5atu8U=,Sol·licitud bonificació de la quota de l’IBI per a famílies nombroses,True,412
CpBU5YKvQoCjChQQIVhZUKmCcChN5n6Rohj5DoDHwdM=,Sol·licitud d'autorització d'abocament a la xarxa de clavegueram d'aigües residuals d'origen industrial,True,413
ccv/U2VF4xODItfAtCTq7hZyAEdNUoMEi1zqX3T11Yo=,"Sol·licitud d'autorització d'abocament amb camió cisterna, d'aigües residuals d'origen domèstic",True,414
b2WcfCPY3pzWd/VKKxlyNiOZ65JKTmpwGyLd+NSrZqY=,"Sol·licitud d'autorització d'abocament amb camió cisterna, d'aigües residuals d'origen industrial assimilable a urbà",True,415
0gbz+MnWl3Qyu4z4S7aRAkbJuqwBpOEcKfld/X11uEs=,Sol·licitud d'autorització d'abocament d'aigües residuals a la xarxa de clavegueram per a usuaris assimilables a domèstics - Declaració Responsable,True,416
+NoTO0ItlnsY3BVIot97xdqd429P3E5EDa09XUEQHJk=,Sol·licitud d'autorització de caça per danys,True,417
2FNAlCwCZFJTzhZeSQHNbqJjvTDFEkq+EvR6MIZlhkE=,Sol·licitud de Bestreta,True,418
gUIuriFo2D2WhsOCn272PDS0EfqQYCS4uE+RR/uCbeY=,Sol·licitud de bonificació del carnet de ludoteques,False,419
Ql6coDToRk8PgJcnZz3NnCMGWoH5jxp4sTIV/QyiiJE=,"Sol·licitud de Bonificació per obres, instal·lacions o construccions que siguin declarades d’especial interès o utilitat municipal",True,420
frDSxTNK5yqzrEhVh5+T6+hA6OK+y5pgJOsDfOpUNTY=,SOL·LICITUD DE BONIFICACIONS. Escoles bressol municipals. Curs 2024-2025,True,421
PvVqEdYtGQNYwVvjb7w11F5InKlV/g2eBJP4e74xYQk=,Sol·licitud de convalidació de matèries als estudis d'ESO i Batxillerat. Curs 2024/2025. Conservatori i Escola de Música,True,422
AJzMGh0IPXy8mQyjH91vwAqH19cABHCm/ULXETuYiY8=,Sol·licitud de devolució de garanties,True,423
oiCQt/OvI6Ui2AkSR42OzB9XUh8nixGEKEDPrjLa1fE=,Sol·licitud de llicència ambiental d'inici o modificació substancial,True,424
eo4YI18w7tI/xxl8Jm0E73qcLxSuAo956rtMLX6uE1M=,Sol·licitud de llicència ambiental d'inici o modificació substancial (amb autoliquidació),True,425
osFJtyAxnItKVNvCG16YCarLtJ/1cTl5tEHDhYh6lNA=,Sol·licitud de Llicència urbanística,True,426
JHqEpd+TL5xVSiBGzTM5ihJ2bZgLzvDJrSibaqVX70I=,Sol·licitud de mediació i/o d'arbitratge de Consum,True,427
/wxt/boSaFMKPxB5WUu23+/2PLSjBILyILBzvRlwbiI=,Sol·licitud de nous estacionaments reservats per a la càrrega i descàrrega de mercaderies,True,428
7CWPCiRrDXnoeEeqJWpO8pTSODTTHvWBPyFEV1E6zvM=,Sol·licitud de nous estacionaments reservats per a motocicletes,True,429
wKghdZzCnhjiC45DT5Rq8AByBe/Pn6lHNgwyUM04n4g=,Sol·licitud de nous estacionaments reservats per a vehicles de persones amb mobilitat reduïda,True,430
+P1T5jsqGWcF0eJ0g9ZX7HHKQdaxE8OTAm9uMUcdRJ8=,Sol·licitud de pagament d'hores extres,True,431
RKqZgf07CRP+VrWQ6G3cNZoVlbq3QXotjSwIK+V8fpM=,Sol·licitud de pràctiques,True,432
WblNyRoMEJH0UwKM9nhg05l2s/F+p5QLKh03jHfGKEQ=,Sol·licitud de pròrroga de la declaració de l'impost de la Plusvàlua,True,433
wxbYHUehHF9K9VH5wvMIXYgSEqkpgqJ/eBuJeiwglYI=,Sol·licitud de subvenció d'Educació - Ajut destinat a potenciar l'èxit educatiu en el marc del Pla Educatiu d'Entorn. 2024 (1a convocatòria curs 2024-2025),False,434
uGH5MCnz8Q2Eq7CIWYF8P3bDWlDrwdrf8sRzwB4zzAc=,Sol·licitud de teletreball (modalitat voluntària),True,435
4FWedmiXKQZj3ijPo98zGbZFuEN2HeVsSRvWBtJoJk4=,Sol·licitud del carnet de ludoteques i autoliquidació de la taxa,False,436
D3JGFw0FQUyunvbRMx3FzRRug/1EeHYfFwBOa8z8rr0=,Sol·licitud del certificat de convivència històric en situació d'alta (ingrés mínim vital) per rebre'l via ELECTRÒNICA,True,437
MG/zNOck4gS/YZUc+C3lRpKpV2pmXKJV6iVenpDAh64=,Sol·licitud del servei d'assessorament energètic,True,438
Fg+K1gFXby5Bvly/wxbxrBoEYZhEAr14RjXE86Anlls=,Sol·licitud d'exempció de les taxes dels horts urbans per situació de vulnerabilitat econòmica,True,439
TrIbBwFAUvP8+E0KIvLARx2n1S8PjAm/g71u7PXxXJA=,Sol·licitud d'expedients de Guàrdia Urbana,True,440
drG8wvTOxZA0k1pOnka/AQwkv2DqPXri94bEjZWQn9o=,Sol·licitud d'informe d'adequació de l'habitatge,True,441
JUwSaRpbi/y8QypYeWoCX8hYqrxVWk7HBxcs5wApqfI=,Sol·licitud d'informe d'adequació de l'habitatge per renovar autoritzacions de residència en virtut del reagrupament familiar,True,442
tLe7KQYSjirLsMdFe5JXTRNDBrNOEL1IJVq4XsnyrJ8=,Sol·licitud d'informe d'arrelament social a Catalunya,True,443
gAlbECuR8HaJOPLLdOkurRhS56FYwb3vhbZc+rcPxWI=,Sol·licitud d'informe de compatibilitat urbanística,True,444
kmKkTGvUykJepVvnmsEt697K2gp/viF6sLDhMc9u8aw=,Sol·licitud d'informe d'integració social (renovació de residència temporal),True,445
AMG0KtTs/6D06x1m87ZJrKYvBJwPtMJLIyCz69eDsJ8=,Sol·licitud d'informe previ en matèria d'incendis (amb autoliquidació),True,446
Jo1akekRqU9QhiICgagP34vEONvdC9J0FFkUfHJUOgA=,Sol·licitud donar de BAIXA/INACTIVA a una entitat del Registre Municipal d'Entitats,True,447
/dIZEULTf8w+C6Hxd609twuaS2HOnKX5iJy3O/KxuEE=,Sol·licitud d'ús / autorització d'activitats a les pistes poliesportives,True,448
vN1+GheNuC/e841IMpOWVfjk6owGwjum5UtvwYV+c5E=,Sol·licitud d'ús d'instal·lacions esportives municipals per la temporada 2024/25,False,449
LrPiCQ0PzE9fViVJhJ2yl+Sir1GQB5XhrPhTVk0wZe0=,Sol·licitud d'ús d'instal·lacions esportives municipals per la temporada 2024/25 - Clubs Esportius i Associacions sense ànim de lucre.,False,450
ruIe61tLMFiUAu5z6DBQ6Yo9rhDRhNQ59W2jroj9Uho=,Sol·licitud d'ús d'instal·lacions esportives municipals per la temporada 2024/25 - Escoles,False,451
cMXDgr2aKO2s1zeuIO4KpWuaetkCug+AkxzER7hkTro=,Sol·licitud exempció de la quota de l’IBI per a Entitats sense Ànim de Lucre,True,452
xbb+9Y1jPpO/d2uV9KnBrzGQKNc5dfWYBoG306cHFB8=,Sol·licitud genèrica,True,453
cjvzkq6xbGCzAXqyjryVAbebm0bqAiaNi1ltve4GsDQ=,Sol·licitud informe d'autorització de servituds aeronàutiques,True,454
nWwVnAOE35fs8w7hSrGuLoz7u2PITShnIs1b0+UmbXU=,Sol·licitud o renovació del carnet de ludoteques i autoliquidació de la taxa corresponent a la matrícula i al material,True,455
BKgtl5SrugPAH6s+Ob6cyUmUfpTKwhEWn8GhTY8yFEE=,"Sol·licitud per a la plantació, naturalització i manteniment d’escocells",True,456
TAT8YmjwhmsEytqmAmbftRl0645WB3oZA98lMVgm3gc=,Sol·licitud per a l'adjudicació d'un espai de 'coworking',True,457
eaWHxa1/CHbT8AXVdVo6T66EHN/t7ccb2O1jNpATx0E=,Sol·licitud per a l'ocupació de la via pública per a filmacions,True,458
pLioF3LwXF7fBQI/VSiCgvU1nynYB4RzKdbICulsW1Q=,Sol·licitud tributària (altres),True,459
x6peBcm33zWh6AUB9DWn6okaCRSZzmGJPLWXzlgeBkk=,Sol·licitud/Renovació llicència per a la tinença i conducció d'animals potencialment perillosos,True,460
5AOJgpHwSWik4zfOpQNkjCICo+Lj2wo2ZK8oUuDN2XU=,Sol·licituds relacionades amb la gestió d'aigua i clavegueram,True,461
FIIguHN9TUe+lFWF4DVrXdMJCBTmkHb/4wmh8PuwnSM=,Subscripció/Revocació a la notificació electrònica fiscal,True,462
KH+yJrdypDmB6/qqr/2ZPFNdmjxIhEu787dWTg7jIIY=,Subvenció destinada a la promoció i protecció de la salut i a la sensibilització envers la Salut Pública,False,463
7KeFRlUjJq/AEYJEWKLpiDS5OaoiG/7aJ7TVBN3WELk=,Subvencions de Benestar Social,True,464
Xu73LceEGxPUl0ymTLkTr10Odq8onQg0eAUV/Y1JyPg=,Subvencions de Comunicació,True,465
8FckAT1LLackEPO4PZwke6KywXhNG1RwKXllkjdazMo=,"Subvencions de Consum, Comerç i Mercats",True,466
uCms+bz5qz69Q1S1XYmVC+vbH1PHspYPRcJW8ibl19Q=,Subvencions de Cooperació,True,467
RYNtoZ+zwq3z7xACcuZRyq99kAEd0F14HImWrBwxXto=,Subvencions de Cultura,True,468
IuiYcBnRLogEnGyeTDXt6H7PkXx2WQBMFdUeWh5ZPNU=,Subvencions de Govern Obert,True,469
/3JQ89bxH5lmeJX6KK7AucRpkUy+FoNooW081i7o8TM=,Subvencions de Joventut,True,470
fkGLaUCJDDg4WdMvVlcxvAJrTVtykGmkrP99we97EcE=,Subvencions de Participació Ciutadana,True,471
0a80M4FbOTgep5zLFpPnRKjdMoLMzZ5Vmlh8c8FWw3M=,Subvencions de Polítiques Feministes,True,472
Jk5HypeKkse7CqWk7ZtH9o7aX8jeUJ4EV4wqSru1TeQ=,Subvencions de Promoció Econòmica,True,473
fEH768gxOwRx9+cCQaJ7kZyVMIvfkfHqCFBAX0lC5mE=,Subvencions de Protecció Civil,True,474
2PKHVTv+MkTQ8sVtw182mRKJCgtMHeL8H495KDTYRg8=,Subvencions de Salut Pública,True,475
EO8hQhcnrFVsteZW0AJWCYE8OjrvVaRBXsU1OvNuCJU=,Subvencions de Turisme,True,476
JA0l26XIQigY6hfjANZCEGtyjL/8FvtBCEV7CqcEZbE=,Subvencions d'Educació,True,477
tqSSBIMfYHH5n7ZtJ1aeaC2QjvI/iyKyBkb2+RfImDk=,Subvencions d'Esports,True,478
B2WhWBx6hc2GAgBEDOGY4Z3bTKBUFuCIzwlBdq0Q9m0=,Targeta d'aparcament de transport col·lectiu per a persones amb mobilitat reduïda,True,479
XGd8Z+7o+2aLBVyuf+B2j8vFZqtBKYjkl1ETwPXXDSw=,Targeta d'aparcament individual per a persones amb mobilitat reduïda,True,480
Awkf0DrO9cE8f08qXldJJ6tM4xpwyZ6fatm1DTWGlTM=,Targeta de transport públic,True,481
JR3M6kAbcTiig9H4W+5Jg8EUSRjCx3VejYz+2Kjn1RQ=,Targeta de transport públic gratuït per usuaris de 65 anys o més,True,482
sm0zWOfl3NiUzAvCXNTdMa1LBa2ux+JJdI2taczuP9E=,Targeta de transport públic per a escolars,True,483
0ss+KTEEhjAfMHH/E8cE7cTADqvd6rQhPedjJBLWEWo=,Targeta d'estacionament per a serveis públics,True,484
wg9tKOORBAg+vdmcRtl6uI9fbo2femzpcBsjbtJftIo=,Targeta d'estranger o targeta resident (NIE),True,485
lQ2/QQbttb//Cq6sX7nU/Le1xQlQIGq+CCsaGzeVsus=,Taxa d'aprofitaments especials a favor d'empreses explotadores de subministraments que afectin la generalitat o una part important del veïnat,True,486
hFnVtYO9b8m43gIZv2cp7TWXGlYaey/1lV0Sdc8Arz8=,Taxa o preu públic per la recollida d'escombraries (rebut de la brossa),True,487
miOaT/3KS5U21xkKooUwjngD2sK2hWE3NIofOSjQTnk=,Teleassistència,True,488
Ybu6HPIx1ZTlQ96CeRNFybLfcI3XNy+sEFGOYqlqT5g=,Títols funeraris,True,489
SobRqgBRE56saujuzusnJnqSWKpVnFZg2xsIhZXTAqs=,"Tractem-nos bé. Tallers per a centres d'Educació Secundària, Batxillerat i Formació Professional",True,490
YOMEe7mMMknWjTuwGr7WXfn1dnqEK+4HfNnOtGdgIRI=,Tràmit de proposta de creació de Comissions temàtiques al Consell de Ciutat,False,491
P4Q6gkDsbhCGxUwmtixk2Irkp/Ha53MOsICngBGPlcw=,Tràmits de Recursos Humans - Nòmines i seguretat social,True,492
1Md/CMIDv+dA/sqoOlDLAQdHtFGDr9Rs/ZFAepOyXEc=,Transmissió de la llicència urbanística,True,493
rr3p5ud2jrgr0f6lZkwW21lzsiO08NenZh7VfQ4dDo8=,Transport amb autobús (regular i discrecional) sense reserva especial a la via pública,True,494
ik3i2d4evzWAc10ke+iDxeRwv3zViLuTvbxMm0HpCqo=,Traspàs de magatzem en el Mercat Central de Fruites i Verdures,True,495
CJcD6NerWmve7k2yDtCNgbzNz2i1VhTjxxG0MEdEZ7Q=,Traspàs del dret d'ús de parada o local en règim de concessió en un mercat municipal,True,496
mXTLdHkd4pkXMumas3mzo5Y5pf4b5K9UMGa0aENvooc=,Treball als barris - dispositius d'orientació i inserció.,True,497
/bibhZIje8ttoNCixHlQeemRHnz4GjfsbvxDN24M/O4=,"Ús social dels centres públics d'educació infantil, primària i escoles bressol",True,498
aqQQEQ/WfW0Kkl+dXbVxKR9mRSHhe9giGx/YCQxvpFY=,Utilització de la Sala Polivalent del Casal,True,499
USm66/9uHEixfkxd3Tse/A/hWdrRIPxZ/smFlkMKnII=,Voluntariat per la llengua,True,500
AcxAgm8Zc6SGwdqTfe23veKpiKc4Pj6SXeWBCyZHt2Y=,Xerrada Online. Compostatge pràctic,False,501
